latitude,longitude,region,season,elevation,slope_degrees,vegetation_index,water_index,urban_proximity,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,soil_moisture_percent,river_level_m,distance_to_river_km,drainage_capacity,historical_flood_frequency,population_density,risk_level
22.8061,83.6608,Central,Pre-Monsoon,214,1.38,0.403,0.555,9.5,14.0,44.3,98.3,32.7,2.56,6.66,0.219,2,519,Moderate
20.1021,89.3595,East,Pre-Monsoon,103,9.63,0.79,0.353,6.1,10.8,18.0,42.6,26.8,3.04,4.58,0.547,2,492,Moderate
25.1835,95.5017,Northeast,Post-Monsoon,345,3.21,0.507,0.474,9.2,31.6,79.9,127.2,47.1,4.29,3.41,0.731,1,898,High
21.1018,87.846,East,Pre-Monsoon,203,2.12,0.539,0.375,5.9,27.0,64.3,132.3,27.8,2.87,31.09,0.784,0,1024,Low
30.8557,76.6833,North,Pre-Monsoon,263,8.98,0.633,0.521,7.5,11.1,39.6,81.8,29.5,1.97,3.25,0.719,4,245,Low
25.1736,78.837,Central,Monsoon,151,6.58,0.43,0.676,28.2,53.8,111.6,237.0,49.1,3.27,5.41,0.764,3,169,Moderate
31.1329,75.141,North,Monsoon,334,3.66,0.918,0.747,31.2,19.0,68.2,233.5,64.4,3.1,3.46,0.82,0,957,Moderate
27.4475,75.2185,North,Pre-Monsoon,268,6.58,0.376,0.319,14.6,10.6,36.8,113.8,33.2,1.09,11.28,0.417,2,54,Low
14.6629,74.017,South,Pre-Monsoon,750,5.98,0.361,0.267,38.1,9.3,15.8,36.5,11.4,3.27,17.12,0.834,0,54,Low
23.9264,77.2118,Central,Monsoon,339,0.65,0.597,0.708,26.3,51.0,122.4,305.9,60.0,2.94,5.53,0.301,1,249,High
22.6185,85.4659,East,Monsoon,181,6.75,0.725,0.294,14.2,25.8,54.0,89.9,45.0,2.67,3.72,0.674,0,1734,Moderate
24.3701,85.576,East,Post-Monsoon,93,3.93,0.605,0.251,10.0,19.0,50.0,118.6,30.6,2.47,6.08,0.868,3,942,Moderate
24.1082,79.7497,Central,Winter,255,4.92,0.663,0.327,34.2,10.5,32.5,47.7,35.5,3.45,14.63,0.764,2,1907,Moderate
27.4392,91.888,Northeast,Post-Monsoon,1286,7.37,0.526,0.509,15.9,56.7,130.9,173.7,39.5,4.59,6.0,0.562,0,462,Moderate
22.8995,73.8588,West,Post-Monsoon,135,4.9,0.728,0.483,21.1,23.2,66.6,181.9,44.5,0.92,8.58,0.774,2,387,Low
28.1602,74.3077,North,Winter,484,7.5,0.359,0.308,25.2,6.0,20.9,61.4,12.7,2.07,13.1,0.725,0,389,Low
28.1481,74.6044,North,Monsoon,227,3.38,0.795,0.505,14.3,25.3,62.6,168.0,53.3,2.43,4.08,0.506,1,405,Moderate
21.1589,91.6525,East,Post-Monsoon,81,4.87,0.566,0.591,12.5,4.7,24.7,69.6,35.5,2.14,2.04,0.946,1,429,Low
30.1053,75.8073,North,Monsoon,399,2.52,0.682,0.64,7.1,105.7,150.9,219.6,59.5,2.25,10.33,0.549,0,598,Moderate
15.1228,75.4418,South,Monsoon,603,1.99,0.676,0.937,18.1,106.2,298.1,416.9,75.1,5.44,12.02,0.701,2,2369,High
27.1234,74.6154,North,Monsoon,46,1.93,0.82,0.99,24.8,116.3,321.7,491.7,82.3,4.45,20.16,0.621,0,294,Moderate
22.3457,69.3317,West,Pre-Monsoon,174,2.35,0.389,0.367,45.9,27.6,51.6,95.6,16.8,2.66,9.39,0.28,1,455,Moderate
10.3887,76.9182,South,Post-Monsoon,185,5.35,0.162,0.432,18.5,32.2,58.6,148.4,57.1,2.8,4.39,0.825,2,1088,Moderate
12.3886,75.8416,South,Pre-Monsoon,380,5.92,0.459,0.912,18.7,56.4,159.3,363.5,29.4,3.3,2.13,0.485,6,937,High
24.024,86.0833,East,Post-Monsoon,80,0.79,0.232,0.351,20.3,27.8,46.7,118.9,31.4,3.31,10.7,0.874,3,346,High
25.6811,79.6046,Central,Winter,207,3.53,0.624,0.253,14.2,9.3,25.5,62.9,29.9,2.57,11.36,0.142,1,828,Low
14.2676,78.6265,South,Monsoon,335,1.34,0.875,0.553,2.9,30.5,67.1,244.4,59.3,1.42,16.87,0.274,0,530,Moderate
22.3496,83.3375,Central,Pre-Monsoon,622,5.65,0.318,0.212,41.3,3.7,11.9,29.7,27.2,1.98,17.83,0.746,1,195,Low
31.8723,79.2265,North,Monsoon,470,4.29,0.694,0.53,7.2,30.4,53.8,143.4,48.2,2.5,4.16,0.535,5,172,Moderate
26.3712,76.1721,North,Monsoon,203,7.01,0.675,0.626,5.6,28.9,66.3,200.1,46.1,1.75,8.13,0.814,2,112,Low
25.6765,92.126,Northeast,Winter,1076,7.5,0.618,0.556,11.9,22.0,62.2,107.9,29.2,2.91,5.13,0.138,1,659,Moderate
22.1323,74.2378,West,Post-Monsoon,285,4.03,0.9,0.327,27.8,23.9,64.5,109.0,43.8,2.07,15.67,0.847,1,5518,Moderate
24.642,86.7769,East,Post-Monsoon,5,8.26,0.732,0.542,39.8,45.2,102.2,172.7,44.0,3.85,12.85,0.621,0,275,Low
18.2376,70.5405,West,Monsoon,111,2.41,0.611,0.798,9.8,53.1,112.3,303.8,60.1,3.65,7.99,0.254,1,116,High
8.1736,77.8244,South,Post-Monsoon,527,3.36,0.616,0.34,18.1,33.0,76.3,134.8,38.4,3.13,2.13,0.46,0,25,Moderate
27.2311,94.4718,Northeast,Post-Monsoon,578,12.06,0.237,0.256,30.3,22.1,48.2,73.0,45.5,2.24,9.15,0.762,1,2282,Low
25.3456,89.0201,East,Pre-Monsoon,209,13.6,0.877,0.406,26.4,20.9,57.2,113.2,34.0,2.86,3.26,0.175,2,284,Moderate
25.6111,91.9943,Northeast,Monsoon,5,6.0,0.447,0.99,13.9,134.7,275.8,380.2,60.6,5.75,14.54,0.663,3,449,High
31.8426,76.2108,North,Pre-Monsoon,128,12.08,0.391,0.388,15.0,26.2,76.2,180.6,30.9,1.77,35.35,0.508,1,1083,Moderate
15.8954,75.6052,South,Monsoon,190,4.92,0.446,0.99,44.1,105.3,300.6,548.8,78.7,5.3,3.43,0.344,5,352,Severe
10.5916,74.1025,South,Winter,367,5.68,0.286,0.163,12.5,14.1,36.0,88.4,30.2,1.88,10.13,0.566,3,645,Low
26.4127,78.545,North,Post-Monsoon,81,6.32,0.841,0.28,5.1,25.1,50.9,97.5,33.0,2.11,22.61,0.456,0,192,Low
27.9051,75.808,North,Monsoon,64,6.44,0.52,0.593,11.6,32.4,106.5,254.2,43.3,2.91,12.19,0.671,1,139,Low
18.5021,74.6018,West,Winter,566,4.4,0.365,0.385,25.6,9.3,22.0,43.8,19.0,2.69,0.77,0.668,2,1597,Moderate
24.5358,91.6678,Northeast,Pre-Monsoon,1003,1.51,0.471,0.616,17.7,52.5,98.0,179.8,36.6,3.56,17.42,0.725,2,341,Low
11.8381,75.5283,South,Pre-Monsoon,409,5.1,0.698,0.201,4.6,11.1,20.0,53.4,17.9,1.74,22.33,0.317,2,682,Low
24.7785,95.7467,Northeast,Winter,397,4.45,0.466,0.842,14.2,40.5,117.2,280.7,24.8,2.88,0.71,0.713,4,204,Moderate
24.9546,79.6989,Central,Winter,171,5.41,0.269,0.38,27.3,11.4,19.4,65.2,25.6,2.64,5.88,0.838,2,842,Low
20.5927,75.7662,West,Post-Monsoon,117,1.11,0.374,0.74,9.6,48.1,139.0,216.2,48.3,4.06,2.42,0.755,1,1453,Severe
25.0538,77.9466,Central,Monsoon,342,3.98,0.354,0.826,15.2,31.8,182.6,349.6,75.0,3.6,2.9,0.669,3,382,Severe
27.5042,78.2911,North,Winter,219,10.97,0.79,0.204,13.4,4.4,19.3,46.1,26.0,2.33,3.25,0.324,1,695,Low
27.5578,78.9345,North,Post-Monsoon,635,3.85,0.619,0.217,12.5,6.8,22.4,66.4,41.3,2.27,15.58,0.229,1,1043,Low
21.3169,77.7959,Central,Post-Monsoon,391,4.94,0.664,0.74,8.3,64.5,117.0,209.4,55.5,2.49,24.25,0.613,1,700,Moderate
24.6117,76.2764,Central,Monsoon,11,10.26,0.764,0.869,19.3,66.1,209.9,423.6,38.8,3.71,8.99,0.217,1,758,High
24.6234,86.3097,East,Monsoon,48,4.55,0.679,0.99,43.8,115.1,378.4,821.3,79.8,5.57,17.73,0.844,2,106,High
23.4882,69.3166,West,Winter,204,5.28,0.443,0.272,12.5,7.9,23.1,38.2,19.3,1.73,15.62,0.921,1,686,Low
8.4045,77.1144,South,Winter,751,1.22,0.613,0.248,12.5,10.5,23.5,39.6,28.4,1.7,4.46,0.716,3,263,Low
25.1519,81.9311,Central,Post-Monsoon,143,4.41,0.504,0.388,15.8,6.6,18.6,109.9,40.8,2.12,8.97,0.534,1,1099,Low
8.3755,78.5734,South,Monsoon,297,8.48,0.797,0.613,19.5,70.5,102.2,274.5,54.0,2.54,5.51,0.727,2,187,Moderate
18.5642,71.5759,West,Post-Monsoon,147,8.59,0.33,0.599,15.9,38.6,119.3,192.7,32.5,1.75,16.54,0.323,0,144,Low
20.5208,74.0104,West,Monsoon,572,5.71,0.682,0.154,19.7,5.2,32.3,70.9,46.0,1.0,8.68,0.421,2,3377,Low
22.7635,75.975,West,Monsoon,275,3.88,0.567,0.473,9.8,30.8,102.0,176.8,37.5,3.75,3.73,0.488,4,630,High
8.8932,77.6202,South,Pre-Monsoon,127,3.08,0.566,0.212,9.3,7.1,19.6,53.7,30.0,0.91,3.43,0.472,2,47,Low
23.6818,78.1425,Central,Pre-Monsoon,391,2.34,0.328,0.461,10.0,19.9,60.5,155.3,30.0,3.09,9.48,0.488,1,595,Moderate
19.9188,71.5413,West,Post-Monsoon,808,7.38,0.126,0.481,12.9,30.4,69.3,139.2,31.4,1.77,14.32,0.432,2,331,Low
21.7506,86.3827,East,Pre-Monsoon,187,4.34,0.497,0.503,25.5,29.5,78.8,177.2,18.5,3.03,10.16,0.774,1,671,Moderate
26.9815,85.5081,East,Pre-Monsoon,114,3.33,0.101,0.303,10.6,18.7,49.6,113.4,26.1,1.88,2.3,0.469,2,1044,Moderate
21.5559,82.3036,Central,Winter,382,1.94,0.665,0.207,28.6,1.4,4.0,9.5,29.8,2.24,12.44,0.515,2,1003,Low
21.3946,80.4026,Central,Post-Monsoon,219,4.59,0.765,0.609,32.5,31.1,63.9,166.8,34.0,2.99,7.32,0.671,2,874,Moderate
31.968,76.1611,North,Pre-Monsoon,185,3.38,0.412,0.395,45.6,3.3,10.4,35.1,16.3,2.96,5.4,0.255,0,482,Moderate
28.7501,76.8669,North,Monsoon,5,1.82,0.315,0.812,4.1,65.6,236.0,362.1,56.0,3.49,11.28,0.697,4,1269,Severe
10.569,74.3349,South,Post-Monsoon,257,4.92,0.891,0.434,3.6,7.5,33.4,82.0,41.0,2.69,1.25,0.558,4,310,High
26.7171,75.9334,North,Monsoon,397,6.42,0.523,0.586,13.1,19.1,108.8,176.4,53.5,2.79,0.98,0.754,7,499,High
21.1178,81.6932,Central,Monsoon,394,7.63,0.17,0.93,1.3,109.5,224.8,397.7,60.5,4.67,9.28,0.546,0,204,Moderate
26.2177,91.8657,East,Monsoon,235,8.31,0.559,0.976,8.1,61.6,175.1,483.2,68.9,4.13,11.93,0.666,0,186,Moderate
31.8937,76.539,North,Pre-Monsoon,86,9.32,0.436,0.524,29.2,11.1,34.5,102.8,26.9,2.42,5.2,0.659,3,646,Low
27.5248,94.2153,Northeast,Post-Monsoon,723,4.26,0.417,0.412,6.2,15.4,47.2,121.6,34.2,2.86,4.7,0.636,3,318,Moderate
27.456,77.4845,North,Pre-Monsoon,491,10.02,0.248,0.428,10.6,23.4,72.8,138.5,25.5,1.93,4.22,0.629,2,775,Moderate
22.6146,89.2424,East,Monsoon,158,0.56,0.808,0.769,26.7,87.9,181.2,373.0,54.2,2.51,6.65,0.726,2,691,High
26.4353,76.0978,North,Pre-Monsoon,232,2.87,0.544,0.381,15.7,14.5,40.2,78.1,10.8,3.01,13.42,0.432,3,224,Moderate
26.1451,76.7848,North,Pre-Monsoon,262,10.32,0.626,0.171,10.5,4.1,15.8,36.7,22.4,1.88,12.8,0.912,1,146,Low
28.7794,76.9773,North,Pre-Monsoon,571,10.52,0.634,0.318,17.7,12.6,28.0,73.1,21.9,2.01,17.22,0.33,0,6024,Low
31.51,74.147,North,Winter,450,6.89,0.681,0.281,29.4,35.4,62.6,101.3,17.5,2.42,4.94,0.436,1,113,Low
26.1018,74.9819,North,Pre-Monsoon,58,1.07,0.565,0.23,9.0,6.5,18.7,33.9,24.1,2.83,3.8,0.62,4,176,High
30.3511,77.2482,North,Monsoon,89,1.78,0.58,0.99,18.8,96.0,239.5,525.3,56.0,4.14,3.25,0.739,1,598,Severe
15.3722,76.7991,South,Pre-Monsoon,530,8.96,0.137,0.248,8.8,1.3,15.1,34.8,26.0,2.05,23.25,0.477,0,328,Low
12.1235,79.7571,South,Post-Monsoon,5,9.39,0.511,0.507,1.8,43.7,85.6,134.6,29.8,3.11,6.24,0.24,1,788,Moderate
23.5763,75.9649,West,Monsoon,415,6.19,0.609,0.651,13.2,58.1,135.8,178.8,41.1,3.44,3.07,0.829,2,617,High
20.2043,88.7082,East,Winter,192,11.56,0.325,0.426,21.4,9.7,19.1,46.2,25.9,3.1,7.88,0.773,4,333,Moderate
23.6082,75.2943,West,Post-Monsoon,608,3.54,0.371,0.344,11.1,27.1,69.6,129.5,44.5,2.25,22.03,0.83,0,1143,Low
22.8305,77.6254,Central,Monsoon,462,6.67,0.327,0.878,12.8,67.5,183.1,386.0,62.8,3.88,1.34,0.541,2,102,Severe
24.1061,77.24,Central,Post-Monsoon,535,7.22,0.332,0.476,10.0,32.6,111.6,162.0,46.1,4.25,23.88,0.823,3,1184,Low
27.5625,74.0159,North,Pre-Monsoon,5,17.22,0.667,0.273,14.5,8.6,16.2,41.3,25.4,1.86,8.5,0.339,0,485,Low
27.3144,78.2252,North,Winter,867,2.54,0.662,0.225,7.7,5.2,13.6,43.4,31.1,1.63,13.18,0.592,2,1296,Low
23.701,91.2207,East,Winter,57,2.58,0.69,0.236,18.1,5.7,12.5,21.8,19.7,1.26,3.44,0.745,4,264,Moderate
26.0563,89.161,East,Monsoon,5,7.86,0.491,0.375,21.9,15.7,65.2,103.2,39.0,2.18,2.52,0.777,3,1229,Moderate
10.606,79.4243,South,Post-Monsoon,779,3.65,0.598,0.64,8.2,24.4,56.7,165.7,34.8,2.4,16.4,0.864,0,508,Low
18.3418,74.0352,West,Pre-Monsoon,252,2.69,0.412,0.43,10.7,21.1,40.6,63.7,21.7,4.22,8.42,0.95,2,1154,Moderate
30.2227,79.4328,North,Monsoon,139,2.02,0.726,0.438,24.9,29.0,127.7,241.6,49.0,2.77,2.37,0.335,4,1854,Severe
21.6984,71.6733,West,Post-Monsoon,104,3.06,0.602,0.284,12.1,7.3,55.9,124.2,41.8,1.72,0.44,0.639,2,820,Moderate
18.8734,72.7584,West,Winter,322,13.21,0.756,0.444,16.0,3.8,18.2,47.8,18.0,2.41,9.48,0.324,2,535,Low
30.4872,78.5274,North,Monsoon,566,2.5,0.715,0.689,4.7,48.1,111.4,311.7,52.5,2.87,22.41,0.526,0,77,Low
23.8506,79.3452,Central,Post-Monsoon,553,3.96,0.759,0.737,17.3,26.1,96.1,239.0,43.8,2.82,3.29,0.74,2,374,Moderate
29.3541,75.8849,North,Post-Monsoon,208,0.82,0.48,0.361,19.4,10.3,66.1,172.1,37.9,2.6,2.15,0.335,2,149,High
24.725,95.7368,Northeast,Monsoon,935,3.11,0.422,0.99,30.8,73.9,210.0,504.5,67.2,2.75,0.85,0.83,2,729,High
27.2135,76.699,North,Post-Monsoon,93,3.1,0.582,0.377,29.1,18.4,49.4,108.9,48.3,2.84,21.63,0.829,1,655,Moderate
23.5489,78.8543,Central,Post-Monsoon,678,9.05,0.435,0.852,36.0,35.5,109.8,227.3,53.8,2.59,8.27,0.109,3,798,Moderate
27.7418,91.3155,Northeast,Post-Monsoon,431,6.45,0.367,0.786,4.7,93.0,178.7,363.9,52.3,4.21,5.28,0.285,0,2807,High
25.1542,91.1773,Northeast,Winter,1137,2.41,0.751,0.468,10.7,8.2,28.9,60.5,22.4,2.79,26.28,0.639,0,372,Low
23.0863,80.0492,Central,Pre-Monsoon,425,4.44,0.515,0.444,16.8,7.1,18.5,42.8,29.0,3.25,0.68,0.846,1,1512,Moderate
24.4043,81.9864,Central,Pre-Monsoon,81,3.41,0.442,0.5,30.8,13.7,41.1,79.9,14.2,2.76,7.68,0.856,5,778,Moderate
11.6091,78.4544,South,Pre-Monsoon,426,8.79,0.534,0.549,14.2,16.6,50.1,99.0,15.3,3.52,4.18,0.248,3,352,Moderate
25.4162,83.2708,Central,Pre-Monsoon,332,6.99,0.493,0.523,11.4,19.5,44.4,101.3,26.2,2.98,0.97,0.795,3,120,Moderate
26.0378,77.9043,North,Monsoon,325,1.85,0.274,0.312,11.6,8.9,39.5,91.2,53.4,1.39,13.54,0.572,1,416,Moderate
20.6461,74.0424,West,Winter,167,1.41,0.749,0.561,15.5,25.2,67.3,150.2,12.2,3.18,4.03,0.418,2,901,High
23.3868,73.8001,West,Monsoon,5,0.67,0.385,0.667,15.0,32.7,87.2,216.4,65.1,2.58,20.53,0.303,0,637,High
25.1324,80.7545,Central,Post-Monsoon,108,2.4,0.459,0.465,17.9,14.1,46.5,101.3,38.4,2.7,5.65,0.512,2,522,High
18.4402,71.0188,West,Monsoon,573,3.75,0.616,0.495,35.0,15.0,55.8,158.5,46.6,2.64,6.48,0.644,1,32,Low
23.6242,72.9005,West,Monsoon,338,2.7,0.115,0.727,4.8,27.7,129.3,307.3,45.1,2.8,7.5,0.786,0,181,Moderate
10.1204,75.7029,South,Winter,550,9.07,0.468,0.104,13.2,2.1,7.4,24.6,14.9,1.3,17.47,0.781,1,455,Low
25.7536,86.8416,East,Post-Monsoon,123,1.59,0.114,0.651,11.5,68.1,103.7,214.5,49.4,3.27,9.22,0.564,0,2965,High
30.4237,78.0826,North,Monsoon,251,10.8,0.565,0.459,32.3,38.6,147.1,304.3,59.8,2.99,15.71,0.479,1,230,Moderate
23.9668,74.8452,West,Winter,162,2.87,0.365,0.205,24.7,4.0,17.1,32.1,15.9,3.25,11.52,0.563,1,675,Low
22.0215,72.3255,West,Monsoon,420,13.82,0.349,0.787,6.1,78.2,207.7,347.6,67.2,2.06,4.13,0.888,1,411,Low
26.2829,88.3058,East,Pre-Monsoon,5,6.53,0.635,0.226,10.9,13.8,40.2,106.6,35.5,2.26,10.17,0.327,0,314,Low
26.7866,88.3431,East,Monsoon,68,2.75,0.492,0.526,49.0,36.3,101.0,210.6,55.4,3.09,3.29,0.405,2,2667,Severe
24.9912,87.7866,East,Post-Monsoon,5,4.92,0.42,0.578,15.5,90.3,172.0,302.6,49.3,3.43,12.6,0.515,0,160,Moderate
21.1368,90.2754,East,Monsoon,34,0.96,0.765,0.99,5.2,44.6,208.6,413.2,60.7,5.38,12.87,0.51,2,436,Severe
20.1376,72.9637,West,Winter,341,2.34,0.618,0.273,17.5,0.9,7.2,28.0,21.4,2.81,13.38,0.637,0,2495,Low
12.9922,74.133,South,Monsoon,486,6.0,0.5,0.894,2.5,50.8,205.5,303.4,66.3,4.44,1.74,0.537,3,71,Severe
20.2549,85.7678,East,Monsoon,164,3.09,0.699,0.934,4.6,57.4,132.1,350.0,72.6,2.59,1.11,0.506,2,3925,Severe
27.8865,92.3969,Northeast,Winter,441,5.61,0.717,0.391,15.4,7.4,19.3,47.5,24.2,1.97,5.76,0.694,2,2414,Low
24.3873,91.1921,Northeast,Monsoon,826,6.01,0.528,0.794,13.7,37.9,120.3,267.8,73.7,3.83,13.13,0.251,1,507,Moderate
19.5061,71.2927,West,Monsoon,668,13.26,0.102,0.482,10.4,43.3,76.5,189.9,53.0,2.52,6.18,0.624,4,942,Moderate
21.0599,86.1145,East,Pre-Monsoon,158,4.21,0.61,0.453,14.3,11.7,31.2,71.4,44.9,3.27,10.8,0.647,0,103,Low
20.5956,70.1207,West,Monsoon,434,12.03,0.876,0.755,12.3,32.7,120.5,292.0,53.8,3.26,23.36,0.228,1,1026,Moderate
24.5752,77.8069,Central,Monsoon,594,10.26,0.666,0.551,8.1,59.5,114.0,214.2,62.2,3.4,3.08,0.81,4,91,High
12.0574,76.7382,South,Pre-Monsoon,220,6.7,0.305,0.12,4.2,10.0,17.4,35.9,24.7,2.39,23.58,0.772,0,329,Low
22.4616,78.3633,Central,Post-Monsoon,716,6.99,0.534,0.329,2.5,14.5,31.6,70.0,41.1,1.51,10.06,0.153,2,665,Low
19.079,69.4619,West,Pre-Monsoon,292,3.73,0.27,0.539,5.8,16.6,77.1,143.5,32.3,2.46,10.68,0.173,2,990,Moderate
11.0284,76.2466,South,Monsoon,95,4.65,0.6,0.766,2.5,36.2,97.9,261.2,44.9,3.61,10.91,0.223,1,52,Moderate
21.4077,87.6054,East,Post-Monsoon,95,7.55,0.783,0.574,43.5,18.1,72.5,213.0,51.1,3.64,22.85,0.244,0,115,Low
25.7023,83.2452,Central,Monsoon,399,4.06,0.186,0.724,43.4,14.5,109.4,188.2,49.3,3.5,5.86,0.512,3,720,High
20.4297,85.4982,East,Post-Monsoon,139,2.8,0.448,0.502,20.4,14.6,31.2,88.3,44.5,3.12,2.65,0.405,2,925,High
13.489,78.0551,South,Post-Monsoon,210,1.31,0.423,0.188,11.2,8.7,19.1,82.3,25.5,1.59,22.7,0.676,1,1200,Moderate
25.3061,77.6771,Central,Monsoon,667,12.43,0.417,0.62,9.8,13.5,58.1,164.0,45.5,3.09,3.02,0.787,1,198,Moderate
29.5977,79.865,North,Pre-Monsoon,488,7.99,0.259,0.36,12.6,5.8,18.2,53.0,22.7,2.27,5.6,0.704,1,811,Low
11.1335,74.4235,South,Monsoon,5,2.93,0.482,0.446,6.0,64.0,106.5,233.3,55.9,1.81,10.26,0.857,2,399,High
28.5353,76.9579,North,Pre-Monsoon,491,11.51,0.726,0.356,11.2,10.8,26.7,71.8,22.0,1.68,5.31,0.56,3,476,Low
14.4524,79.5403,South,Monsoon,524,9.66,0.56,0.7,29.4,38.5,81.0,182.2,31.2,3.05,4.96,0.699,4,666,Moderate
27.2815,75.4972,North,Post-Monsoon,196,1.45,0.636,0.611,7.2,28.7,93.3,153.2,39.9,1.58,3.59,0.69,3,176,Moderate
26.1936,93.1927,Northeast,Post-Monsoon,917,4.6,0.849,0.451,2.0,22.5,46.1,78.5,32.7,3.63,29.02,0.66,1,1420,Low
30.5716,76.1732,North,Monsoon,18,5.4,0.781,0.665,39.1,51.7,113.1,301.1,40.6,2.38,10.27,0.235,1,1429,Moderate
24.1423,95.8077,Northeast,Winter,983,7.52,0.752,0.241,11.1,19.5,34.7,71.3,25.1,1.52,18.87,0.484,1,1238,Low
25.7389,76.7594,Central,Pre-Monsoon,652,3.44,0.097,0.333,6.7,1.7,13.9,67.8,31.4,2.28,8.88,0.453,0,230,Low
12.7873,78.4152,South,Winter,371,1.16,0.892,0.226,1.9,8.4,14.4,33.9,22.8,3.34,15.91,0.671,2,190,Low
24.0953,83.3693,Central,Winter,470,1.89,0.613,0.588,8.9,10.9,44.3,108.8,25.2,3.09,24.12,0.374,2,5951,Moderate
22.6649,76.2133,Central,Monsoon,521,4.73,0.733,0.99,12.7,60.5,215.5,464.2,67.7,4.07,16.17,0.625,1,959,Moderate
25.0264,92.7844,Northeast,Pre-Monsoon,1333,5.1,0.591,0.48,6.0,19.0,43.4,61.5,30.5,2.61,7.61,0.725,2,445,Low
23.1742,91.9118,East,Pre-Monsoon,61,5.73,0.484,0.337,38.7,10.7,37.9,59.3,37.1,3.34,3.37,0.276,3,77,Moderate
9.6172,79.826,South,Winter,5,8.92,0.333,0.395,20.3,7.2,10.8,15.9,31.0,2.28,3.58,0.76,1,348,Low
26.4254,79.5347,North,Monsoon,69,3.05,0.862,0.99,4.1,99.6,230.2,524.5,69.6,4.78,15.86,0.534,2,449,High
9.3055,79.1919,South,Winter,235,2.63,0.801,0.542,11.0,1.5,10.5,41.8,23.9,2.68,1.31,0.473,1,1462,Moderate
29.8562,77.7963,North,Monsoon,5,2.63,0.469,0.576,19.0,23.4,60.1,261.1,55.0,3.07,5.79,0.847,1,417,High
10.0477,76.5814,South,Monsoon,616,1.79,0.486,0.728,34.4,49.2,133.0,292.7,62.6,2.81,7.82,0.822,0,483,Moderate
15.3459,77.975,South,Post-Monsoon,808,5.71,0.338,0.532,51.2,7.0,46.3,139.3,31.9,2.8,10.19,0.846,1,663,Low
18.1203,71.8424,West,Pre-Monsoon,496,3.15,0.698,0.429,17.2,8.2,22.2,54.0,24.0,2.07,12.6,0.677,0,103,Low
18.3764,73.4224,West,Monsoon,321,12.45,0.486,0.71,6.8,65.3,149.9,263.3,51.5,2.74,4.76,0.523,2,44,Moderate
23.2608,81.9913,Central,Winter,618,13.89,0.67,0.319,13.3,11.8,17.5,24.7,12.6,1.18,11.14,0.64,2,104,Low
22.6368,77.1648,Central,Monsoon,79,7.92,0.382,0.872,44.0,46.1,134.7,304.7,49.7,3.48,5.78,0.731,1,1161,High
21.9814,74.3201,West,Winter,374,4.53,0.39,0.218,27.3,7.6,29.1,39.6,9.6,1.75,10.98,0.453,1,149,Low
14.5873,79.0738,South,Winter,35,4.2,0.616,0.209,37.8,0.6,13.4,38.2,29.0,1.77,3.6,0.385,4,718,Moderate
27.4214,94.6612,Northeast,Pre-Monsoon,255,3.67,0.472,0.51,9.7,7.1,36.7,80.2,40.6,3.51,5.71,0.572,4,185,Moderate
30.1304,79.1855,North,Monsoon,262,2.66,0.207,0.99,22.0,25.6,106.4,372.9,73.9,3.46,5.36,0.515,2,4257,Severe
27.3395,78.3445,North,Pre-Monsoon,318,2.58,0.872,0.37,16.9,8.2,20.7,41.2,30.6,2.05,4.74,0.951,1,278,Low
28.8999,79.7926,North,Post-Monsoon,80,11.92,0.639,0.663,24.3,34.7,116.0,257.2,47.2,1.8,4.81,0.772,3,195,Low
15.7777,75.2233,South,Winter,1068,2.75,0.598,0.443,5.9,26.4,55.5,89.3,18.4,3.51,22.5,0.397,2,750,Low
18.1245,69.5884,West,Winter,624,4.24,0.478,0.328,16.1,5.7,16.6,37.7,21.7,2.5,3.23,0.274,2,1139,Low
22.7547,81.331,Central,Winter,457,8.67,0.556,0.197,22.5,6.6,20.2,37.5,20.8,3.08,2.45,0.422,5,411,Moderate
13.9546,74.0578,South,Pre-Monsoon,132,5.42,0.724,0.521,25.4,12.4,20.8,66.4,13.5,3.18,2.7,0.708,4,342,Moderate
25.4871,88.4706,East,Monsoon,328,4.46,0.127,0.565,27.2,32.2,131.1,185.8,45.2,2.51,2.19,0.746,1,2721,Moderate
23.1279,77.4915,Central,Monsoon,527,3.78,0.486,0.714,11.3,120.7,296.5,378.3,62.4,4.32,0.82,0.652,4,383,Severe
25.675,83.1772,Central,Winter,70,0.8,0.813,0.297,10.5,3.8,7.1,23.0,5.9,1.67,5.94,0.685,1,2127,Moderate
20.0298,85.3507,East,Pre-Monsoon,137,2.24,0.656,0.401,22.9,7.7,13.4,58.7,25.5,2.17,14.23,0.762,3,3958,Moderate
25.6254,89.2553,East,Pre-Monsoon,57,5.43,0.136,0.364,21.5,10.1,24.4,68.4,8.5,2.52,14.32,0.821,1,447,Low
26.4772,90.4677,East,Pre-Monsoon,189,4.63,0.628,0.553,64.7,44.8,131.5,196.7,23.6,2.62,16.26,0.392,1,50,Moderate
29.1212,77.0074,North,Pre-Monsoon,55,4.56,0.594,0.235,3.9,14.5,41.8,75.4,13.8,2.85,8.95,0.135,0,367,Low
29.5477,79.6994,North,Pre-Monsoon,317,6.65,0.728,0.169,11.8,10.4,25.7,46.2,13.6,2.68,4.28,0.577,2,1066,Moderate
